traveler_id,name,nationality,gender,age,synthetic,persona_match,base_city,base_country,base_country_code,base_inference,base_region,base_detailed_region,home_airport,trip_count,distinct_destinations,first_year,last_year,trips_per_year,cold_start,pref_unesco,pref_michelin,pref_weather,pref_allocentric,pref_holiday,pref_beach,pref_ski,scored_trips,median_duration_days,median_accommodation_cost,median_transportation_cost,first_class_share,loyalist_carrier,tag_labels,home_airport_is_hub,distinct_carriers,entropy,entropy_norm_global,region_entropy_norm_global,tag_count,month_share_january,month_share_february,month_share_march,month_share_april,month_share_may,month_share_june,month_share_july,month_share_august,month_share_september,month_share_october,month_share_november,month_share_december
solly-freedman,Solly Freedman,American,Male,61,1,authored,Honolulu,United States,US,declared,Americas,Northern America,HNL,10,1,2016,2025,1.0,1,0.458,0.0,0.708,0.3238,0.0,1.0,0.0,"{""unesco"": 10, ""michelin"": 10, ""weather"": 10, ""allocentric"": 10}",14.0,3237.5,1125.0,0.0,Alaska Airlines Inc.,Alaska Loyalist,,1,0.0,0.0,0.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
alfred-d-orsay,Alfred d'Orsay,American,Male,51,1,authored,"Washington, D.C.",United States,US,declared,Americas,Northern America,IAD,8,1,2018,2025,1.0,1,0.0,0.0,0.535,0.2636,1.0,0.0,0.0,"{""unesco"": 8, ""michelin"": 8, ""weather"": 8, ""allocentric"": 8}",5.0,,250.0,0.0,United Air Lines Inc.,United Loyalist|Multi Hub,1,1,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
charlie-parker,Charlie Parker,American,Male,48,1,authored,Nashville,United States,US,declared,Americas,Northern America,BNA,8,1,2018,2025,1.0,1,0.0,0.0,0.525,0.1846,1.0,0.0,0.0,"{""unesco"": 8, ""michelin"": 8, ""weather"": 8, ""allocentric"": 8}",5.0,,250.0,0.0,Delta Air Lines Inc.,Delta Loyalist,,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ettore-moretti,Ettore Moretti,American,Male,36,1,authored,Dallas,United States,US,declared,Americas,Northern America,DFW,6,2,2024,2026,2.0,0,0.0,0.0,0.724,0.2404,0.0,0.0,1.0,"{""unesco"": 3, ""michelin"": 3, ""weather"": 3, ""allocentric"": 3}",7.0,3525.0,440.0,0.0,American Airlines Inc.,American Loyalist|American Hub|Skier,1,1,0.6931,0.1294,0.0,3,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frances-clyne,Frances Clyne,American,Female,49,1,authored,Minneapolis,United States,US,declared,Americas,Northern America,MSP,6,1,2024,2026,2.0,1,,,,,0.0,0.0,1.0,"{""unesco"": 0, ""michelin"": 0, ""weather"": 0, ""allocentric"": 0}",7.0,3975.0,450.0,0.0,Delta Air Lines Inc.,Delta Loyalist|Delta Hub|Skier,1,1,0.0,0.0,0.0,3,0.1667,0.3333,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
george-babbitt,George Babbitt,American,Male,46,1,authored,Cleveland,United States,US,declared,Americas,Northern America,CLE,6,6,2023,2023,6.0,0,0.0482,0.5255,0.7247,0.1232,0.0,0.3333,0.1667,"{""unesco"": 6, ""michelin"": 6, ""weather"": 6, ""allocentric"": 6}",3.0,1185.0,540.0,0.0,United Air Lines Inc.,United Loyalist,,1,1.7918,0.3345,0.0,1,0.0,0.0,0.1667,0.1667,0.1667,0.1667,0.1667,0.1667,0.0,0.0,0.0,0.0
harvey-stone,Harvey Stone,American,Male,33,1,authored,Detroit,United States,US,declared,Americas,Northern America,DTW,6,1,2024,2026,2.0,1,0.0,0.0,0.6788,0.2404,0.0,0.0,1.0,"{""unesco"": 6, ""michelin"": 6, ""weather"": 6, ""allocentric"": 6}",7.0,2450.0,380.0,0.0,Delta Air Lines Inc.,Delta Loyalist|Delta Hub|Skier,1,1,0.0,0.0,0.0,3,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lucile-mckelvey,Lucile McKelvey,American,Female,38,1,authored,Charlotte,United States,US,declared,Americas,Northern America,CLT,6,6,2023,2023,6.0,0,0.0482,0.5255,0.7247,0.1232,0.0,0.3333,0.1667,"{""unesco"": 6, ""michelin"": 6, ""weather"": 6, ""allocentric"": 6}",3.0,1185.0,540.0,0.0,American Airlines Inc.,American Loyalist|American Hub,1,1,1.7918,0.3345,0.0,2,0.0,0.0,0.1667,0.1667,0.1667,0.1667,0.1667,0.1667,0.0,0.0,0.0,0.0
ralph-simmons,Ralph Simmons,American,Male,41,1,authored,Charlotte,United States,US,declared,Americas,Northern America,CLT,6,1,2024,2026,2.0,1,0.0,0.0,0.675,0.2404,0.0,0.0,1.0,"{""unesco"": 6, ""michelin"": 6, ""weather"": 6, ""allocentric"": 6}",7.0,2575.0,437.5,0.0,American Airlines Inc.,American Loyalist|American Hub|Skier,1,1,0.0,0.0,0.0,3,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vergil-gunch,Vergil Gunch,American,Male,51,1,authored,Cincinnati,United States,US,declared,Americas,Northern America,CVG,6,6,2023,2023,6.0,0,0.0482,0.5255,0.7247,0.1232,0.0,0.3333,0.1667,"{""unesco"": 6, ""michelin"": 6, ""weather"": 6, ""allocentric"": 6}",3.0,1185.0,540.0,0.0,Delta Air Lines Inc.,Delta Loyalist,,1,1.7918,0.3345,0.0,1,0.0,0.0,0.1667,0.1667,0.1667,0.1667,0.1667,0.1667,0.0,0.0,0.0,0.0
abel-magwitch,Abel Magwitch,American,Male,65,1,authored,New York City,United States,US,declared,Americas,Northern America,EWR,5,2,2021,2025,1.0,0,0.578,0.6388,0.8232,0.3916,0.0,1.0,0.0,"{""unesco"": 5, ""michelin"": 5, ""weather"": 5, ""allocentric"": 5}",13.0,1650.0,780.0,0.0,TAP-TAP Air Portugal,TAP Loyalist|Multi Hub,1,1,0.673,0.1256,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
alfred-polly,Alfred Polly,American,Male,43,1,authored,Chicago,United States,US,declared,Americas,Northern America,ORD,5,1,2021,2025,1.0,1,0.0,0.0,0.535,0.2636,1.0,0.0,0.0,"{""unesco"": 5, ""michelin"": 5, ""weather"": 5, ""allocentric"": 5}",5.0,760.0,190.0,0.0,United Air Lines Inc.,United Loyalist|Multi Hub,1,1,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
arthur-kipps,Arthur Kipps,American,Male,33,1,authored,New York City,United States,US,declared,Americas,Northern America,EWR,5,1,2021,2025,1.0,1,,,,,1.0,0.0,0.0,"{""unesco"": 0, ""michelin"": 0, ""weather"": 0, ""allocentric"": 0}",5.0,890.0,225.0,0.0,United Air Lines Inc.,United Loyalist|Multi Hub,1,1,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
bill-sikes,Bill Sikes,American,Male,42,1,authored,New York City,United States,US,declared,Americas,Northern America,EWR,5,5,2021,2025,1.0,0,0.3468,0.5532,0.6937,0.3469,0.0,0.0,0.0,"{""unesco"": 5, ""michelin"": 5, ""weather"": 4, ""allocentric"": 5}",11.0,1500.0,720.0,0.0,United Air Lines Inc.,United Loyalist|Multi Hub,1,1,1.6094,0.3005,0.0,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
charley-bates,Charley Bates,American,Male,27,1,authored,New York City,United States,US,declared,Americas,Northern America,JFK,5,5,2021,2025,1.0,0,0.6967,0.8277,0.7883,0.2299,0.0,0.4,0.0,"{""unesco"": 4, ""michelin"": 4, ""weather"": 4, ""allocentric"": 4}",13.0,1900.0,845.0,0.0,American Airlines Inc.,American Loyalist|Multi Hub,1,1,1.6094,0.3005,0.1619,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
count-mippipopolous,Count Mippipopolous,Canadian,Male,38,1,authored,New York City,United States,US,declared,Americas,Northern America,JFK,5,1,2021,2025,1.0,1,0.0,0.717,0.734,0.1631,1.0,0.0,0.0,"{""unesco"": 5, ""michelin"": 5, ""weather"": 5, ""allocentric"": 5}",4.0,1150.0,320.0,0.0,Air Canada,Air Canada Loyalist|Multi Hub,1,1,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
edwin-leeford,Edwin Leeford,American,Male,59,1,authored,New York City,United States,US,declared,Americas,Northern America,EWR,5,5,2021,2025,1.0,0,0.6756,0.749,0.7512,0.2838,0.0,0.2,0.0,"{""unesco"": 5, ""michelin"": 5, ""weather"": 5, ""allocentric"": 5}",12.0,2600.0,905.0,0.0,United Air Lines Inc.,United Loyalist|Multi Hub,1,1,1.6094,0.3005,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
estella-havisham,Estella Havisham,American,Female,33,1,authored,New York City,United States,US,declared,Americas,Northern America,EWR,5,5,2021,2025,1.0,0,0.6013,0.7087,0.8158,0.3419,0.0,0.6,0.0,"{""unesco"": 4, ""michelin"": 4, ""weather"": 4, ""allocentric"": 4}",13.0,2850.0,920.0,0.0,United Air Lines Inc.,United Loyalist|Multi Hub,1,1,1.6094,0.3005,0.0,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
georgia-o-keeffe,Georgia O'Keeffe,American,Female,48,1,authored,Houston,United States,US,declared,Americas,Northern America,IAH,5,5,2021,2025,1.0,0,0.3118,0.4406,0.7665,0.4051,0.0,0.6,0.0,"{""unesco"": 5, ""michelin"": 5, ""weather"": 4, ""allocentric"": 5}",7.0,1025.0,450.0,0.0,United Air Lines Inc.,United Loyalist|United Hub,1,1,1.6094,0.3005,0.0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
harry-maylie,Harry Maylie,American,Male,34,1,authored,New York City,United States,US,declared,Americas,Northern America,JFK,5,4,2021,2025,1.0,0,0.6338,0.853,0.7598,0.1828,0.0,0.6,0.0,"{""unesco"": 5, ""michelin"": 5, ""weather"": 5, ""allocentric"": 5}",12.0,2700.0,960.0,0.0,British Airways Plc,British Loyalist|Multi Hub,1,1,1.6094,0.3005,0.3074,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
helen-walshingham,Helen Walshingham,American,Female,35,1,authored,"Washington, D.C.",United States,US,declared,Americas,Northern America,IAD,5,1,2021,2025,1.0,1,0.0,0.521,0.566,0.1617,1.0,0.0,0.0,"{""unesco"": 5, ""michelin"": 5, ""weather"": 5, ""allocentric"": 5}",5.0,1180.0,255.0,0.0,United Air Lines Inc.,United Loyalist|Multi Hub,1,1,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
herbert-george-wells,Herbert George Wells,American,Male,51,1,authored,Los Angeles,United States,US,declared,Americas,Northern America,LAX,5,1,2021,2025,1.0,1,0.0,0.0,0.598,0.161,1.0,0.0,0.0,"{""unesco"": 5, ""michelin"": 5, ""weather"": 5, ""allocentric"": 5}",5.0,1240.0,275.0,0.0,United Air Lines Inc.,United Loyalist|Multi Hub,1,1,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
jack-dawkins,Jack Dawkins,American,Male,26,1,authored,New York City,United States,US,declared,Americas,Northern America,JFK,5,5,2021,2025,1.0,0,0.518,0.6857,0.7855,0.3587,0.0,0.8,0.0,"{""unesco"": 4, ""michelin"": 4, ""weather"": 4, ""allocentric"": 4}",12.0,1750.0,810.0,0.0,Delta Air Lines Inc.,Delta Loyalist|Multi Hub,1,1,1.6094,0.3005,0.1619,2,0.0,0.0,0.0,0.0,0.0,0.2,0.8,0.0,0.0,0.0,0.0,0.0
joe-gargery,Joe Gargery,American,Male,50,1,authored,New York City,United States,US,declared,Americas,Northern America,EWR,5,5,2021,2025,1.0,0,0.4232,0.6866,0.7282,0.2836,0.0,0.2,0.0,"{""unesco"": 5, ""michelin"": 5, ""weather"": 5, ""allocentric"": 5}",12.0,1800.0,760.0,0.0,United Air Lines Inc.,United Loyalist|Multi Hub,1,1,1.6094,0.3005,0.0,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
manuel-orquito,Manuel Orquito,Canadian,Male,45,1,authored,Los Angeles,United States,US,declared,Americas,Northern America,LAX,5,1,2021,2025,1.0,1,0.0,0.717,0.734,0.1631,1.0,0.0,0.0,"{""unesco"": 5, ""michelin"": 5, ""weather"": 5, ""allocentric"": 5}",4.0,1200.0,540.0,0.0,Air Canada,Air Canada Loyalist|Multi Hub,1,1,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
miriam-polly,Miriam Polly,American,Female,42,1,authored,Chicago,United States,US,declared,Americas,Northern America,ORD,5,1,2021,2025,1.0,1,0.0,0.0,0.535,0.2636,1.0,0.0,0.0,"{""unesco"": 5, ""michelin"": 5, ""weather"": 5, ""allocentric"": 5}",5.0,760.0,190.0,0.0,United Air Lines Inc.,United Loyalist|Multi Hub,1,1,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
miss-havisham,Miss Havisham,American,Female,72,1,authored,New York City,United States,US,declared,Americas,Northern America,EWR,5,5,2021,2025,1.0,0,0.5902,0.7488,0.768,0.3283,0.0,0.4,0.0,"{""unesco"": 4, ""michelin"": 4, ""weather"": 2, ""allocentric"": 4}",14.0,3600.0,1080.0,0.0,United Air Lines Inc.,United Loyalist|Multi Hub,1,1,1.6094,0.3005,0.2177,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
montgomery,Montgomery,American,Male,45,1,authored,Houston,United States,US,declared,Americas,Northern America,IAH,5,1,2021,2025,1.0,1,0.0,0.548,0.703,0.192,1.0,0.0,0.0,"{""unesco"": 5, ""michelin"": 5, ""weather"": 5, ""allocentric"": 5}",5.0,980.0,215.0,0.0,United Air Lines Inc.,United Loyalist|United Hub,1,1,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
mr-brownlow,Mr. Brownlow,American,Male,67,1,authored,New York City,United States,US,declared,Americas,Northern America,JFK,5,5,2021,2025,1.0,0,0.4418,0.8062,0.7382,0.2188,0.0,0.2,0.0,"{""unesco"": 5, ""michelin"": 5, ""weather"": 5, ""allocentric"": 5}",12.0,3300.0,1150.0,0.0,American Airlines Inc.,American Loyalist|Multi Hub,1,1,1.6094,0.3005,0.2177,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
mrs-braddocks,Mrs. Braddocks,Canadian,Female,42,1,authored,Miami,United States,US,declared,Americas,Northern America,MIA,5,1,2021,2025,1.0,1,0.0,0.717,0.734,0.1631,1.0,0.0,0.0,"{""unesco"": 5, ""michelin"": 5, ""weather"": 5, ""allocentric"": 5}",4.0,1100.0,415.0,0.0,Air Canada,Air Canada Loyalist|American Hub,1,1,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
nancy-sikes,Nancy Sikes,American,Female,30,1,authored,New York City,United States,US,declared,Americas,Northern America,JFK,5,5,2021,2025,1.0,0,0.6064,0.7396,0.7883,0.3376,0.0,0.8,0.0,"{""unesco"": 5, ""michelin"": 5, ""weather"": 4, ""allocentric"": 5}",12.0,2150.0,830.0,0.0,Delta Air Lines Inc.,Delta Loyalist|Multi Hub,1,1,1.6094,0.3005,0.1619,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
oliver-twist,Oliver Twist,American,Male,28,1,authored,New York City,United States,US,declared,Americas,Northern America,JFK,5,5,2021,2025,1.0,0,0.7068,0.8524,0.803,0.2033,0.0,0.6,0.0,"{""unesco"": 5, ""michelin"": 5, ""weather"": 5, ""allocentric"": 5}",13.0,2400.0,890.0,0.0,Delta Air Lines Inc.,Delta Loyalist|Multi Hub,1,1,1.6094,0.3005,0.3413,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
rose-maylie,Rose Maylie,American,Female,31,1,authored,New York City,United States,US,declared,Americas,Northern America,JFK,5,4,2021,2025,1.0,0,0.6338,0.853,0.7598,0.1828,0.0,0.6,0.0,"{""unesco"": 5, ""michelin"": 5, ""weather"": 5, ""allocentric"": 5}",12.0,2700.0,960.0,0.0,British Airways Plc,British Loyalist|Multi Hub,1,1,1.6094,0.3005,0.3074,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
toby-crackit,Toby Crackit,American,Male,39,1,authored,New York City,United States,US,declared,Americas,Northern America,EWR,5,5,2021,2025,1.0,0,0.6735,0.74,0.7877,0.2729,0.0,0.6,0.0,"{""unesco"": 4, ""michelin"": 4, ""weather"": 4, ""allocentric"": 4}",12.0,2050.0,875.0,0.0,United Air Lines Inc.,United Loyalist|Multi Hub,1,1,1.6094,0.3005,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.8,0.0,0.0,0.0,0.0
pablo-picasso,Pablo Picasso,Spanish,Male,42,1,authored,Barcelona,Spain,ES,declared,Europe,Southern Europe,BCN,4,4,2021,2024,1.0,0,0.1868,0.8058,0.791,0.0898,0.0,0.5,0.0,"{""unesco"": 4, ""michelin"": 4, ""weather"": 4, ""allocentric"": 4}",7.0,1725.0,862.5,0.0,,,,2,1.3863,0.2588,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
charley-wyman,Charley Wyman,American,Male,39,1,authored,Newark,United States,US,declared,Americas,Northern America,EWR,3,2,2024,2026,1.0,0,0.0,0.591,0.634,0.1555,0.0,0.0,1.0,"{""unesco"": 1, ""michelin"": 1, ""weather"": 1, ""allocentric"": 1}",7.0,3250.0,520.0,0.0,,Multi Hub|Skier,1,1,0.6365,0.1188,0.0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chum-frink,Chum Frink,American,Male,44,1,authored,Milwaukee,United States,US,declared,Americas,Northern America,MKE,3,3,2023,2023,3.0,0,0.0963,0.4627,0.7217,0.0911,0.0,0.0,0.0,"{""unesco"": 3, ""michelin"": 3, ""weather"": 3, ""allocentric"": 3}",3.0,1185.0,540.0,0.0,,,,2,1.0986,0.2051,0.0,0,0.0,0.0,0.3333,0.3333,0.0,0.0,0.3333,0.0,0.0,0.0,0.0,0.0
david-chang,David Chang,American,Male,42,1,authored,New York City,United States,US,declared,Americas,Northern America,JFK,3,3,2019,2019,3.0,0,0.0963,0.5017,0.7517,0.2603,0.0,0.6667,0.0,"{""unesco"": 3, ""michelin"": 3, ""weather"": 3, ""allocentric"": 3}",5.0,,,1.0,,Multi Hub,1,3,1.0986,0.2051,0.2059,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ernest-hemingway,Ernest Hemingway,American,Male,45,0,nationality,"Washington, D.C.",United States,US,primary,Americas,Northern America,,3,3,2021,2023,1.0,0,0.4473,0.7433,0.7563,0.2011,,,,"{""unesco"": 3, ""michelin"": 3, ""weather"": 3, ""allocentric"": 3}",7.0,1200.0,600.0,0.0,,,,0,,,0.3554,0,0.0,0.0,0.0,0.0,0.3333,0.3333,0.3333,0.0,0.0,0.0,0.0,0.0
george-gardner,George Gardner,American,Male,43,1,authored,Houston,United States,US,declared,Americas,Northern America,IAH,3,2,2024,2026,1.0,0,,,,,0.0,0.0,1.0,"{""unesco"": 0, ""michelin"": 0, ""weather"": 0, ""allocentric"": 0}",7.0,3350.0,445.0,0.0,,United Hub|Skier,1,1,0.6365,0.1188,0.0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jim-gilmore,Jim Gilmore,American,Male,47,1,authored,San Francisco,United States,US,declared,Americas,Northern America,SFO,3,1,2024,2026,1.0,1,0.0,0.591,0.619,0.1555,0.0,0.0,1.0,"{""unesco"": 3, ""michelin"": 3, ""weather"": 3, ""allocentric"": 3}",7.0,2400.0,365.0,0.0,,United Hub|Skier,1,1,0.0,0.0,0.0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
liz-coates,Liz Coates,American,Female,54,1,authored,Chicago,United States,US,declared,Americas,Northern America,ORD,3,2,2024,2026,1.0,0,,,,,0.0,0.0,1.0,"{""unesco"": 0, ""michelin"": 0, ""weather"": 0, ""allocentric"": 0}",7.0,3400.0,455.0,0.0,,Multi Hub|Skier,1,1,0.6365,0.1188,0.0,2,0.0,0.3333,0.6667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mrs-smith,Mrs. Smith,American,Female,50,1,authored,Atlanta,United States,US,declared,Americas,Northern America,ATL,3,1,2024,2026,1.0,1,0.0,0.591,0.6217,0.1555,0.0,0.0,1.0,"{""unesco"": 3, ""michelin"": 3, ""weather"": 3, ""allocentric"": 3}",7.0,2500.0,400.0,0.0,,Delta Hub|Skier,1,1,0.0,0.0,0.0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
patrick-white,Patrick White,Australian,Male,45,0,nationality,Melbourne,Australia,AU,avoided_visited,Oceania,Australia and New Zealand,,3,1,2021,2024,0.75,1,0.458,0.0,0.752,0.3238,,,,"{""unesco"": 3, ""michelin"": 3, ""weather"": 3, ""allocentric"": 3}",7.0,900.0,600.0,0.0,,,,0,,,0.0,0,0.0,0.3333,0.0,0.0,0.0,0.3333,0.0,0.0,0.3333,0.0,0.0,0.0
tanis-judique,Tanis Judique,American,Female,41,1,authored,St. Louis,United States,US,declared,Americas,Northern America,STL,3,3,2023,2023,3.0,0,0.0963,0.4627,0.7217,0.0911,0.0,0.0,0.0,"{""unesco"": 3, ""michelin"": 3, ""weather"": 3, ""allocentric"": 3}",3.0,1185.0,540.0,0.0,,,,2,1.0986,0.2051,0.0,0,0.0,0.0,0.3333,0.3333,0.0,0.0,0.3333,0.0,0.0,0.0,0.0,0.0
zilla-riesling,Zilla Riesling,American,Female,43,1,authored,Kansas City,United States,US,declared,Americas,Northern America,MCI,3,3,2023,2023,3.0,0,0.0963,0.4627,0.7217,0.0911,0.0,0.0,0.0,"{""unesco"": 3, ""michelin"": 3, ""weather"": 3, ""allocentric"": 3}",3.0,1185.0,540.0,0.0,,,,2,1.0986,0.2051,0.0,0,0.0,0.0,0.3333,0.3333,0.0,0.0,0.3333,0.0,0.0,0.0,0.0,0.0
emilia-pardo-bazan,Emilia Pardo Bazan,Spanish,Female,42,0,nationality,Madrid,Spain,ES,primary,Europe,Southern Europe,,2,2,2021,2023,0.67,0,0.4335,0.3845,0.7245,0.4613,,,,"{""unesco"": 2, ""michelin"": 2, ""weather"": 2, ""allocentric"": 2}",9.5,1150.0,425.0,0.0,,,,0,,,0.2242,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0
pearl-s-buck,Pearl S. Buck,American,Female,31,0,nationality,"Washington, D.C.",United States,US,primary,Americas,Northern America,,2,1,2021,2023,0.67,1,0.458,0.936,0.7425,0.05,,,,"{""unesco"": 2, ""michelin"": 2, ""weather"": 2, ""allocentric"": 2}",6.5,4350.0,1350.0,0.0,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0
william-faulkner,William Faulkner,USA,Male,35,0,nationality,"Washington, D.C.",United States,US,primary,Americas,Northern America,,2,1,2022,2022,2.0,1,0.671,0.993,0.773,0.1604,,,,"{""unesco"": 2, ""michelin"": 2, ""weather"": 2, ""allocentric"": 2}",5.0,750.0,800.0,0.0,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
yasunari-kawabata,Yasunari Kawabata,Japanese,Male,45,0,nationality,Osaka,Japan,JP,avoided_visited,Asia,Eastern Asia,,2,1,2022,2023,1.0,1,0.289,0.999,0.6875,0.2007,,,,"{""unesco"": 2, ""michelin"": 2, ""weather"": 2, ""allocentric"": 2}",8.5,800.0,550.0,0.0,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0
yi-sang,Yi Sang,Korean,Male,45,0,nationality,Seoul,South Korea,KR,primary,Asia,Eastern Asia,,2,2,2022,2023,1.0,0,0.578,0.3635,0.762,0.4498,,,,"{""unesco"": 2, ""michelin"": 2, ""weather"": 2, ""allocentric"": 2}",7.0,950.0,550.0,0.0,,,,0,,,0.2242,0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0
yun-dong-ju,Yun Dong-ju,Korean,Male,42,0,nationality,Seoul,South Korea,KR,primary,Asia,Eastern Asia,,2,2,2023,2023,2.0,0,0.867,0.727,0.82,0.2413,,,,"{""unesco"": 1, ""michelin"": 1, ""weather"": 1, ""allocentric"": 1}",8.0,3000.0,1150.0,0.0,,,,0,,,0.2242,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0
agatha-christie,Agatha Christie,British,Female,37,0,nationality,London,United Kingdom,GB,primary,Europe,Northern Europe,,1,1,2025,2025,1.0,1,0.289,0.0,0.636,0.6584,,,,"{""unesco"": 1, ""michelin"": 1, ""weather"": 1, ""allocentric"": 1}",8.0,1800.0,1000.0,0.0,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
alan-paton,Alan Paton,South African,Male,31,0,nationality,Johannesburg,South Africa,ZA,primary,Africa,Southern Africa,,1,1,2023,2023,1.0,1,0.458,0.0,0.769,0.5964,,,,"{""unesco"": 1, ""michelin"": 1, ""weather"": 1, ""allocentric"": 1}",9.0,400.0,300.0,0.0,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
alice-munro,Alice Munro,Canada,Female,28,0,nationality,Toronto,Canada,CA,primary,Americas,Northern America,,1,1,2022,2022,1.0,1,0.289,0.999,0.699,0.2007,,,,"{""unesco"": 1, ""michelin"": 1, ""weather"": 1, ""allocentric"": 1}",9.0,400.0,200.0,0.0,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
amrita-pritam,Amrita Pritam,Indian,Female,29,0,nationality,Mumbai,India,IN,primary,Asia,Southern Asia,,1,1,2023,2023,1.0,1,0.0,0.847,0.652,0.5795,,,,"{""unesco"": 1, ""michelin"": 1, ""weather"": 1, ""allocentric"": 1}",6.0,500.0,50.0,0.0,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
